X,Y,Z,C
107,148.396,32.799,90
107,148.196,32.802,90
107,147.996,32.806,90
107,147.796,32.809,90
107,147.596,32.813,90
107,147.396,32.816,90
107,147.196,32.82,90
107,146.996,32.823,90
107,146.796,32.827,90
107,146.596,32.83,90
107,146.396,32.834,90
107,146.196,32.837,90
107,145.996,32.841,90
107,145.796,32.844,90
107,145.597,32.848,90
107,145.397,32.851,90
107,145.197,32.855,90
107,144.997,32.858,90
107,144.797,32.862,90
107,144.597,32.865,90
107,144.397,32.869,90
107,144.197,32.872,90
107,143.997,32.876,90
107,143.797,32.879,90
107,143.597,32.883,90
107,143.397,32.886,90
107,143.197,32.89,90
107,142.997,32.893,90
107,142.797,32.897,90
107,142.597,32.9,90
107,142.397,32.904,90
107,142.197,32.907,90
107,141.997,32.911,90
107,141.797,32.914,90
107,141.597,32.917,90
107,141.397,32.921,90
107,141.197,32.924,90
107,140.997,32.928,90
107,140.797,32.931,90
107,140.597,32.935,90
107,140.397,32.938,90
107,140.197,32.942,90
107,139.997,32.945,90
107,139.797,32.949,90
107,139.597,32.952,90
107,139.397,32.956,90
107,139.197,32.959,90
107,138.998,32.963,90
107,138.798,32.966,90
107,138.598,32.97,90
107,138.398,32.973,90
107,138.198,32.977,90
107,137.998,32.98,90
107,137.798,32.984,90
107,137.598,32.987,90
107,137.398,32.991,90
107,137.198,32.994,90
107,136.998,32.998,90
107,136.798,33.001,90
107,136.598,33.005,90
107,136.398,33.008,90
107,136.198,33.012,90
107,135.998,33.015,90
107,135.798,33.019,90
107,135.598,33.022,90
107,135.398,33.026,90
107,135.198,33.029,90
107,134.998,33.033,90
107,134.798,33.036,90
107,134.598,33.04,90
107,134.398,33.043,90
107,134.198,33.047,90
107,133.998,33.05,90
107,133.798,33.054,90
107,133.598,33.057,90
107,133.398,33.061,90
107,133.198,33.064,90
107,132.998,33.068,90
107,132.798,33.071,90
107,132.598,33.075,90
107,132.399,33.078,90
107,132.199,33.082,90
107,131.999,33.085,90
107,131.799,33.089,90
107,131.599,33.092,90
107,131.399,33.096,90
107,131.199,33.099,90
107,130.999,33.102,90
107,130.799,33.106,90
107,130.599,33.109,90
107,130.399,33.113,90
107,130.199,33.116,90
107,129.999,33.12,90
107,129.799,33.123,90
107,129.599,33.127,90
107,129.399,33.13,90
107,129.199,33.134,90
107,128.999,33.137,90
107,128.799,33.141,90
107,128.599,33.144,90
107,128.399,33.148,90
107,128.199,33.151,90
107,127.999,33.155,90
107,127.799,33.158,90
107,127.599,33.162,90
107,127.399,33.165,90
107,127.199,33.169,90
107,126.999,33.172,90
107,126.799,33.176,90
107,126.599,33.179,90
107,126.399,33.183,90
107,126.199,33.186,90
107,126,33.19,90
107,125.8,33.193,90
107,125.6,33.197,90
107,125.4,33.2,90
107,125.2,33.204,90
107,125,33.207,90
107,124.8,33.211,90
107,124.6,33.214,90
107,124.4,33.218,90
107,124.2,33.221,90
107,124,33.225,90
107,123.8,33.228,90
107,123.6,33.232,90
107,123.4,33.235,90
107,123.2,33.239,90
107,123,33.242,90
107,122.8,33.246,90
107,122.6,33.249,90
107,122.4,33.253,90
107,122.2,33.256,90
107,122,33.26,90
107,121.8,33.263,90
107,121.6,33.267,90
107,121.4,33.27,90
107,121.2,33.274,90
107,121,33.277,90
107,120.8,33.28,90
107,120.6,33.284,90
107,120.4,33.287,90
107,120.2,33.291,90
107,120,33.294,90
107,119.8,33.298,90
107,119.6,33.301,90
107,119.401,33.305,90
107,119.201,33.308,90
107,119.001,33.312,90
107,118.801,33.315,90
107,118.601,33.319,90
107,118.401,33.322,90
107,118.201,33.326,90
107,118.001,33.329,90
107,117.801,33.333,90
107,117.601,33.336,90
107,117.401,33.34,90
107,117.201,33.343,90
107,117.001,33.347,90
107,116.801,33.35,90
107,116.601,33.354,90
107,116.401,33.357,90
107,116.201,33.361,90
107,116.001,33.364,90
107,115.801,33.368,90
107,115.601,33.371,90
107,115.401,33.375,90
107,115.201,33.378,90
107,115.001,33.382,90
107,114.801,33.385,90
107,114.601,33.389,90
107,114.401,33.392,90
107,114.201,33.396,90
107,114.001,33.399,90
107,113.801,33.403,90
107,113.601,33.406,90
107,113.401,33.41,90
107,113.201,33.413,90
107,113.001,33.417,90
107,112.802,33.42,90
107,112.602,33.424,90
107,112.402,33.427,90
107,112.202,33.431,90
107,112.002,33.434,90
107,111.802,33.438,90
107,111.602,33.441,90
107,111.402,33.445,90
107,111.202,33.448,90
107,111.002,33.452,90
107,110.802,33.455,90
107,110.602,33.459,90
107,110.402,33.462,90
107,110.202,33.465,90
107,110.002,33.469,90
107,109.802,33.472,90
107,109.602,33.476,90
107,109.402,33.479,90
107,109.202,33.483,90
107,109.002,33.486,90
107,108.802,33.49,90
107,108.602,33.493,90
107,108.402,33.497,90
107,108.202,33.5,90
107,108.002,33.504,90
107,107.802,33.507,90
107,107.602,33.511,90
107,107.402,33.514,90
107,107.202,33.518,90
107,107.002,33.521,90
107,106.802,33.525,90
107,106.602,33.528,90
107,106.402,33.532,90
107,106.203,33.535,90
107,106.003,33.539,90
107,105.803,33.542,90
107,105.603,33.546,90
107,105.403,33.549,90
107,105.203,33.553,90
107,105.003,33.556,90
107,104.803,33.56,90
107,104.603,33.563,90
107,104.403,33.567,90
107,104.203,33.57,90
107,104.003,33.574,90
107,103.803,33.577,90
107,103.603,33.581,90
107,103.403,33.584,90
107,103.203,33.588,90
107,103.003,33.591,90
107,102.803,33.595,90
107,102.603,33.598,90
107,102.403,33.602,90
107,102.203,33.605,90
107,102.003,33.609,90
107,101.803,33.612,90
107,101.603,33.616,90
107,101.403,33.619,90
107,101.203,33.623,90
107,101.003,33.626,90
107,100.803,33.63,90
107,100.603,33.633,90
107,100.403,33.637,90
107,100.203,33.64,90
107,100.003,33.644,90
107,99.803,33.647,90
107,99.604,33.65,90
107,99.404,33.654,90
107,99.204,33.657,90
107,99.004,33.661,90
107,98.804,33.664,90
107,98.604,33.668,90
107,98.404,33.671,90
107,98.204,33.675,90
107,98.004,33.678,90
107,97.804,33.682,90
107,97.604,33.685,90
107,97.404,33.689,90
107,97.204,33.692,90
107,97.004,33.696,90
107,96.804,33.699,90
107,96.604,33.703,90
107,96.404,33.706,90
107,96.204,33.71,90
107,96.004,33.713,90
107,95.804,33.717,90
107,95.604,33.72,90
107,95.404,33.724,90
107,95.204,33.727,90
107,95.004,33.731,90
107,94.804,33.734,90
107,94.604,33.738,90
107,94.404,33.741,90
107,94.204,33.745,90
107,94.004,33.748,90
107,93.804,33.752,90
